age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
0,4,0.1912844161312669,15,0.2,0,7,0,3,1,0.0,0.0,0.3979591836734694,38,0
1,7,0.09328520394995993,0,0.5333333333333333,4,13,3,3,1,0.0,0.0,0.3979591836734694,37,0
1,7,0.0708676872088127,2,1.0,4,4,3,3,1,0.0,0.0,0.4489795918367347,37,1
0,7,0.06337390146833105,1,0.6,3,6,0,3,1,0.0,0.0,0.5816326530612245,37,0
1,7,0.0972901753575746,0,0.5333333333333333,4,5,3,3,1,0.0,0.0,0.3979591836734694,37,0
0,7,0.11606063487320194,1,0.6,3,1,0,3,0,0.0,0.0,0.3979591836734694,37,0
1,7,0.10700819059779139,0,0.5333333333333333,4,1,1,3,0,0.0,0.0,0.3979591836734694,37,1
1,0,0.12183751918610179,1,0.6,4,14,3,3,1,0.0,0.0,0.5,37,1
0,4,0.12794990559758765,1,0.6,6,7,2,3,1,0.0,0.0,0.3979591836734694,37,0
0,7,0.060596840575379306,1,0.6,6,4,2,3,1,0.0,0.0,0.3163265306122449,37,0
0,7,0.20217668871653469,3,0.8,1,9,2,4,0,0.0,0.0,0.3979591836734694,37,0
0,3,0.10188193586069193,3,0.8,4,9,3,3,1,0.0,0.0,0.7040816326530612,37,1
0,7,0.13541856263837765,1,0.6,6,11,0,3,1,0.0,0.0,0.3979591836734694,37,0
3,7,0.07637698482769861,1,0.6,4,4,4,3,1,0.0,0.0,0.19387755102040816,37,0
0,7,0.13694190516292906,0,0.5333333333333333,6,3,2,3,1,0.0,0.0,0.3979591836734694,23,0
1,7,0.013534860977166841,10,0.7333333333333333,4,1,3,3,1,0.0,0.0,0.3979591836734694,37,0
2,4,0.13615272816180166,12,0.3333333333333333,4,7,3,3,1,0.0,0.0,0.01020408163265306,37,0
0,7,0.20194577634098967,11,0.4,6,3,2,3,0,0.0,0.0,0.21428571428571427,37,0
0,6,0.07718042406378615,15,0.2,4,10,3,3,1,0.0,0.0,0.3979591836734694,37,0
0,7,0.2951291071840915,0,0.5333333333333333,6,9,0,3,1,0.0,0.0,0.29591836734693877,37,0
1,7,0.17945287350076744,3,0.8,4,3,3,3,1,0.0,0.0,0.3979591836734694,18,0
1,7,0.02671316608033034,0,0.5333333333333333,4,3,1,3,0,0.0,0.0,0.3979591836734694,37,0
2,7,0.10027845315874546,0,0.5333333333333333,4,9,3,3,1,0.0,0.0,0.47959183673469385,37,0
1,7,0.22500781027152578,0,0.5333333333333333,3,5,0,3,0,0.14344143441434415,0.0,0.3979591836734694,37,1
1,7,0.22681571834123415,0,0.5333333333333333,3,9,2,3,0,0.0,0.0,0.3469387755102041,37,0
1,6,0.17382879884815475,0,0.5333333333333333,4,0,3,3,1,0.0,0.0,0.3979591836734694,37,1
0,7,0.12888034664022494,14,0.8666666666666667,4,4,3,3,1,0.0,0.0,0.5,37,0
0,7,0.028557748468507626,9,0.26666666666666666,6,9,0,3,1,0.0,0.0,0.3979591836734694,37,0
1,2,0.27069857785142826,2,1.0,6,4,0,3,0,0.0,0.0,0.5,37,1
2,7,0.1614294834354328,8,0.6666666666666666,4,4,3,3,1,0.0,0.0,0.3979591836734694,37,0
1,7,0.1863904320778039,1,0.6,3,5,5,3,0,0.0,0.0,0.3979591836734694,37,0
0,7,0.1360196139688404,1,0.6,3,11,5,4,0,0.0,0.0,0.24489795918367346,37,0
0,7,0.07162494396979123,0,0.5333333333333333,4,9,1,2,0,0.0,0.3611111111111111,0.3469387755102041,38,0
0,6,0.1453464364787221,3,0.8,4,0,3,3,1,0.0,0.0,0.3979591836734694,37,1
0,6,0.07015661292294319,1,0.6,6,12,0,3,1,0.0,0.0,0.5,37,0
1,3,0.12156314095163065,2,1.0,4,4,3,3,1,0.0,0.4366391184573003,0.6020408163265306,37,1
1,7,0.1293095719971204,1,0.6,4,9,3,3,1,0.0,0.0,0.47959183673469385,37,1
1,7,0.10785645400089648,10,0.7333333333333333,3,14,5,3,0,0.0,0.0,0.3979591836734694,15,0
0,2,0.1610437239374635,0,0.5333333333333333,6,3,2,4,1,0.0,0.0,0.3979591836734694,37,0
3,7,0.0760014126404151,14,0.8666666666666667,4,14,3,3,1,0.0,0.0,0.3979591836734694,37,1
1,7,0.1263206150419038,3,0.8,4,14,3,3,1,0.15024150241502415,0.0,0.6020408163265306,37,1
1,3,0.09292932723000231,14,0.8666666666666667,6,4,0,3,0,0.0,0.0,0.5,37,0
0,7,0.11954129935752027,1,0.6,6,6,2,3,0,0.0,0.0,0.3979591836734694,37,0
0,7,0.06190285380530012,0,0.5333333333333333,6,5,0,3,1,0.0,0.0,0.3979591836734694,37,0
0,0,0.2073966667119436,0,0.5333333333333333,4,5,3,3,1,0.07688076880768807,0.0,0.3979591836734694,37,1
0,4,0.19871232392931365,12,0.3333333333333333,6,7,2,3,0,0.34095340953409536,0.0,0.3163265306122449,37,0
0,7,0.12402439521332229,11,0.4,6,12,2,3,1,0.0,0.0,0.3979591836734694,37,0
0,6,0.1201966830116407,0,0.5333333333333333,6,1,0,3,0,0.0,0.0,0.3979591836734694,37,0
1,7,0.07634166881732114,0,0.5333333333333333,4,12,3,3,1,0.0,0.0,0.3979591836734694,37,0
0,7,0.2853065022208337,3,0.8,6,9,4,3,1,0.0,0.0,0.3979591836734694,37,0
1,7,0.036021651430977575,7,0.9333333333333333,4,4,3,3,1,0.0,0.0,0.3979591836734694,37,1
2,3,0.21958408606240068,0,0.5333333333333333,4,3,3,3,1,0.0,0.4331955922865014,0.5,24,1
0,7,0.24828785265073824,1,0.6,4,9,1,3,0,0.04064040640406404,0.0,0.24489795918367346,37,0
1,7,0.06151709430733079,0,0.5333333333333333,6,11,2,3,0,0.0,0.0,0.3979591836734694,37,0
1,7,0.056615639559364855,9,0.26666666666666666,4,12,3,3,1,0.0,0.0,0.5,37,0
2,0,0.19750139226579372,1,0.6,4,9,3,3,1,0.0,0.0,0.5,37,0
1,6,0.12570190570625228,8,0.6666666666666666,4,5,3,4,1,0.0,0.0,0.3979591836734694,37,1
2,7,0.15978253487456026,1,0.6,4,9,3,3,1,0.0,0.0,0.5612244897959183,37,0
0,7,0.0613595305687236,0,0.5333333333333333,6,5,0,3,1,0.0,0.0,0.40816326530612246,37,0
0,7,0.12742967359856563,1,0.6,6,3,2,3,0,0.0,0.0,0.3979591836734694,37,0
1,7,0.07237608834435827,3,0.8,4,14,3,3,1,0.0,0.0,0.6020408163265306,37,0
0,7,0.04404857309734994,3,0.8,6,14,2,4,1,0.0,0.0,0.3979591836734694,26,0
0,8,0.1736624061069532,3,0.8,4,4,3,3,1,0.0,0.0,0.5,37,1
0,7,0.19649352766194428,1,0.6,6,3,2,4,1,0.0,0.0,0.3469387755102041,37,0
1,7,0.18713614322000516,3,0.8,4,14,1,3,0,0.0,0.0,0.3979591836734694,37,1
0,7,0.06751606199318129,1,0.6,6,1,2,3,0,0.0,0.39462809917355374,0.2755102040816326,37,0
0,7,0.0697165211013162,10,0.7333333333333333,4,1,3,3,1,0.0,0.0,0.3979591836734694,37,1
0,4,0.07947460643023051,0,0.5333333333333333,4,7,3,3,1,0.0,0.0,0.3979591836734694,37,0
1,7,0.24004971407614675,1,0.6,3,5,0,3,1,0.0,0.0,0.3979591836734694,37,0
0,7,0.03893997636543921,10,0.7333333333333333,6,9,0,3,0,0.0,0.0,0.6020408163265306,37,0
0,7,0.021079583271077545,0,0.5333333333333333,6,3,0,3,0,0.0,0.40449954086317724,0.3979591836734694,37,0
1,3,0.07382404476983469,0,0.5333333333333333,4,5,3,3,1,0.04386043860438604,0.0,0.3469387755102041,37,0
1,7,0.16429890927860258,3,0.8,4,9,3,3,1,0.0,0.0,0.5,37,0
1,7,0.09094551826245229,10,0.7333333333333333,3,6,0,4,0,0.0,0.0,0.35714285714285715,37,0
1,2,0.07718449898806047,14,0.8666666666666667,4,4,3,3,1,0.0,0.0,0.3979591836734694,12,1
1,3,0.03031404083074123,0,0.5333333333333333,4,5,3,3,1,0.0,0.0,0.6020408163265306,37,0
0,7,0.10244495456459433,8,0.6666666666666666,4,1,1,3,0,0.0,0.0,0.3469387755102041,37,0
0,7,0.014958367856997324,1,0.6,6,9,2,3,1,0.0,0.0,0.19387755102040816,37,0
1,7,0.04732888713818068,1,0.6,4,5,3,2,1,0.0,0.0,0.3979591836734694,37,1
2,0,0.036897760149957215,0,0.5333333333333333,4,5,3,3,1,0.0,0.0,0.3979591836734694,37,0
0,7,0.14975142961926624,1,0.6,6,9,2,3,0,0.0,0.0,0.3979591836734694,37,0
0,7,0.20685877670773284,1,0.6,6,3,2,3,1,0.0,0.0,0.29591836734693877,23,0
1,7,0.12516741147227015,8,0.6666666666666666,6,4,0,3,0,0.0,0.3590449954086318,0.3979591836734694,37,1
2,7,0.06322312927018106,1,0.6,6,6,4,3,1,0.0,0.0,0.3979591836734694,37,0
0,7,0.11785292239985874,0,0.5333333333333333,6,13,5,4,0,0.0,0.0,0.29591836734693877,37,0
0,7,0.11076255416253515,1,0.6,4,3,3,3,1,0.0,0.0,0.23469387755102042,37,0
1,7,0.0652042216215482,0,0.5333333333333333,5,3,5,3,0,0.0,0.0,0.23469387755102042,37,0
2,7,0.11474103856236671,11,0.4,4,5,3,3,1,0.0,0.5002295684113865,0.3979591836734694,37,0
1,4,0.11027899648198204,1,0.6,3,7,0,3,0,0.0,0.0,0.3979591836734694,37,0
1,6,0.11798535743877427,1,0.6,3,1,5,3,0,0.0,0.0,0.37755102040816324,23,0
0,7,0.12625337879137746,0,0.5333333333333333,6,1,0,3,0,0.0,0.0,0.3979591836734694,37,0
0,7,0.10236073946292498,3,0.8,6,14,4,2,0,0.0,0.0,0.3979591836734694,40,0
0,7,0.1927934964208582,0,0.5333333333333333,6,5,2,3,1,0.0,0.0,0.3469387755102041,37,0
1,4,0.16341668817321145,0,0.5333333333333333,3,7,0,3,1,0.0,0.0,0.4489795918367347,37,1
1,7,0.1191439942407737,0,0.5333333333333333,4,5,3,3,1,0.0,0.0,0.45918367346938777,37,0
0,7,0.1373636598253216,3,0.8,6,12,0,3,1,0.0,0.0,0.3979591836734694,37,0
2,3,0.3273101424865188,1,0.6,1,9,5,4,1,0.0,0.41689623507805323,0.01020408163265306,37,0
0,7,0.12173836269542658,0,0.5333333333333333,3,5,0,3,1,0.0,0.0,0.6020408163265306,37,0
1,7,0.1468134092174787,3,0.8,1,3,4,4,1,0.0,0.0,0.5,37,0
2,4,0.01767973811819997,6,0.06666666666666667,3,7,0,3,0,0.0,0.0,0.19387755102040816,37,0
0,7,0.16331413591230762,0,0.5333333333333333,6,3,5,3,0,0.0,0.0,0.3979591836734694,37,0
1,0,0.044884611727632064,14,0.8666666666666667,3,14,5,2,0,0.0,0.0,0.3979591836734694,37,0
0,7,0.051706714116895994,0,0.5333333333333333,6,14,0,2,0,0.0,0.0,0.3979591836734694,15,0
1,3,0.12822088806183018,14,0.8666666666666667,4,9,3,3,1,0.0,0.0,0.3979591836734694,37,1
1,7,0.13234810719767456,1,0.6,3,3,5,3,0,0.0,0.0,0.3979591836734694,23,0
1,2,0.15158718300484916,10,0.7333333333333333,6,14,0,3,1,0.0,0.0,0.41836734693877553,37,0
1,8,0.061356813952540716,14,0.8666666666666667,5,0,5,3,1,0.0,0.0,0.3979591836734694,37,0
0,7,0.009197783241194768,11,0.4,6,12,2,3,1,0.0,0.0,0.15306122448979592,37,0
2,6,0.028891892259002187,8,0.6666666666666666,5,4,0,3,0,0.0,0.0,0.19387755102040816,37,0
0,7,0.07651892802325423,0,0.5333333333333333,6,3,0,3,1,0.0,0.45454545454545453,0.3979591836734694,37,0
0,8,0.11072927561429484,0,0.5333333333333333,4,0,3,3,1,0.0,0.0,0.3979591836734694,37,0
1,7,0.05689748848833893,1,0.6,4,9,3,3,1,0.0,0.45385674931129477,0.3979591836734694,37,1
0,7,0.2823548987381318,3,0.8,6,5,0,3,1,0.0,0.0,0.5,37,0
0,8,0.0932743374852284,3,0.8,4,4,3,3,1,0.0,0.0,0.3979591836734694,37,1
0,7,0.16403539750886295,0,0.5333333333333333,0,9,5,3,0,0.0,0.0,0.24489795918367346,37,0
0,7,0.20420192608087367,0,0.5333333333333333,6,5,2,4,1,0.0,0.0,0.3979591836734694,37,0
0,7,0.3202156993249209,0,0.5333333333333333,6,12,0,4,1,0.0,0.0,0.3979591836734694,37,0
0,7,0.11657339617772103,0,0.5333333333333333,6,3,2,3,1,0.0,0.0,0.11224489795918367,37,0
0,7,0.016971380448513332,3,0.8,4,4,3,3,1,0.0,0.0,0.6530612244897959,37,0
1,6,0.11481710381548743,1,0.6,4,14,3,4,1,0.0,0.0,0.37755102040816324,37,1
1,7,0.06947406310699393,1,0.6,3,1,0,3,0,0.0,0.0,0.3979591836734694,37,0
0,7,0.4220650357914182,1,0.6,6,5,0,4,1,0.0,0.0,0.4489795918367347,37,0
1,7,0.18614593662134446,15,0.2,4,11,3,3,1,0.0,0.0,0.3979591836734694,23,1
1,2,0.011388734192689586,1,0.6,4,1,3,3,1,0.0,0.0,0.41836734693877553,37,1
0,7,0.19813979706877113,0,0.5333333333333333,4,1,3,4,1,0.0,0.0,0.3979591836734694,37,0
1,3,0.08886323195827278,3,0.8,3,14,0,3,0,0.0,0.0,0.3979591836734694,37,0
1,4,0.08341369989541028,3,0.8,3,7,0,3,0,0.0,0.0,0.5,37,0
0,7,0.05952309802909496,14,0.8666666666666667,4,4,1,3,0,0.0,0.0,0.5,37,0
2,8,0.0660694638757963,2,1.0,4,4,3,3,1,0.0,0.0,0.0,37,1
1,7,0.0970762418331726,1,0.6,3,11,0,4,0,0.0,0.0,0.2755102040816326,37,0
0,7,0.10002716616182883,1,0.6,4,11,3,3,1,0.0,0.0,0.3979591836734694,37,0
1,6,0.3474721886418277,3,0.8,4,5,3,4,1,0.0,0.0,0.3979591836734694,37,0
1,7,0.07379280368373155,1,0.6,4,6,3,3,1,0.0,0.0,0.4489795918367347,37,0
1,2,0.08046277556675405,3,0.8,4,6,3,3,1,0.0,0.0,0.23469387755102042,37,0
0,7,0.1257127721709838,5,0.13333333333333333,4,13,4,3,1,0.0,0.0,0.3979591836734694,23,0
1,7,0.05914684668776572,1,0.6,3,5,0,3,1,0.0,0.0,0.3979591836734694,37,0
1,2,0.030229146575026147,14,0.8666666666666667,6,14,0,3,0,0.14084140841408413,0.0,0.5510204081632653,37,1
0,7,0.08605357167112644,14,0.8666666666666667,4,4,4,3,1,0.07298072980729807,0.0,0.3979591836734694,37,1
0,3,0.014015022887491341,0,0.5333333333333333,6,9,0,3,1,0.0,0.0,0.3979591836734694,37,0
0,7,0.26149604053191344,14,0.8666666666666667,6,4,0,3,0,0.0,0.43067033976124885,0.3979591836734694,37,0
0,4,0.10755626791268795,0,0.5333333333333333,6,7,2,3,1,0.0,0.0,0.3979591836734694,39,0
1,7,0.167776857146738,3,0.8,4,14,3,3,1,0.0,0.0,0.5,37,1
1,6,0.16471658901672076,1,0.6,6,4,0,3,0,0.0,0.3076216712580349,0.3979591836734694,37,0
1,8,0.024399288246560086,0,0.5333333333333333,3,1,5,3,0,0.0,0.0,0.3469387755102041,37,0
0,7,0.08684954021271105,11,0.4,6,9,2,3,0,0.0,0.0,0.3979591836734694,37,0
1,7,0.07910243001317559,3,0.8,4,3,3,4,1,0.07298072980729807,0.0,0.35714285714285715,37,1
0,7,0.0162895097866098,0,0.5333333333333333,3,5,0,3,1,0.0,0.0,0.6020408163265306,37,0
2,0,0.1346613058773991,0,0.5333333333333333,4,9,1,3,0,0.15024150241502415,0.0,0.3469387755102041,37,1
0,7,0.03605153420898928,11,0.4,6,9,2,3,0,0.0,0.0,0.11224489795918367,37,0
1,6,0.10096168212874045,0,0.5333333333333333,4,13,3,4,1,0.0,0.0,0.3979591836734694,37,0
1,7,0.13316377120658507,0,0.5333333333333333,4,5,3,3,1,0.0,0.0,0.3979591836734694,37,1
0,7,0.09610369323970062,1,0.6,6,9,0,1,0,0.0,0.0,0.3979591836734694,37,0
2,7,0.04993819698183942,0,0.5333333333333333,4,5,3,2,1,0.0,0.0,0.3979591836734694,37,0
2,0,0.07683405550046862,15,0.2,4,11,3,3,1,0.0,0.0,0.3979591836734694,37,1
1,7,0.4235394792246777,3,0.8,6,14,0,4,1,0.0,0.0,0.6020408163265306,37,1
1,7,0.2044498173075617,10,0.7333333333333333,3,9,0,3,0,0.0,0.0,0.3979591836734694,37,0
1,7,0.11567623368332405,3,0.8,4,9,3,3,1,0.0,0.0,0.5,41,0
1,7,0.06597913638771546,3,0.8,4,4,3,3,1,0.0,0.0,0.5510204081632653,37,0
0,7,0.16484359082327055,12,0.3333333333333333,6,5,0,3,1,0.0,0.0,0.3979591836734694,37,0
0,7,0.12603401203460968,1,0.6,4,12,3,3,1,0.0,0.0,0.3979591836734694,37,0
2,4,0.11910392415207617,6,0.06666666666666667,3,7,0,3,1,0.0,0.0,0.3979591836734694,37,0
3,7,0.026798739490091143,0,0.5333333333333333,6,3,0,4,1,0.0,0.5064279155188246,0.3979591836734694,37,0
2,7,0.11165020850029203,0,0.5333333333333333,4,1,3,4,1,0.0,0.0,0.19387755102040816,37,0
1,6,0.08698197525162657,13,0.0,6,11,0,3,0,0.0,0.0,0.3469387755102041,37,0
0,7,0.15690360087475042,0,0.5333333333333333,6,9,2,3,0,0.0,0.0,0.3979591836734694,37,0
2,4,0.00810230776544736,12,0.3333333333333333,3,7,0,1,0,0.0,0.0,0.09183673469387756,37,0
2,3,0.1055418970130805,0,0.5333333333333333,4,10,3,3,1,0.014090140901409014,0.0,0.5,37,0
3,7,0.20505290610016164,8,0.6666666666666666,5,1,0,3,0,0.0,0.0,0.19387755102040816,17,0
2,7,0.11172831121554991,0,0.5333333333333333,3,1,0,3,0,0.0,0.0,0.3979591836734694,37,0
0,7,0.35743741595468687,11,0.4,1,13,0,4,1,0.036740367403674035,0.0,0.3979591836734694,37,0
1,7,0.08022371334266039,0,0.5333333333333333,3,9,5,4,0,0.0,0.0,0.37755102040816324,37,0
0,7,0.10013922657937273,1,0.6,6,1,0,3,1,0.0,0.0,0.41836734693877553,37,0
0,7,0.06702775023430814,1,0.6,3,5,4,0,0,0.0,0.0,0.3979591836734694,37,0
0,7,0.04375721601173578,7,0.9333333333333333,6,4,0,3,1,0.0,0.0,0.5510204081632653,37,1
2,8,0.17414528463346057,0,0.5333333333333333,4,3,3,3,1,0.0,0.0,0.3979591836734694,37,0
1,8,0.10746933619483572,1,0.6,6,1,0,3,0,0.0,0.0,0.37755102040816324,37,0
1,7,0.11399804403634832,3,0.8,4,14,3,3,1,0.0,0.0,0.5,12,1
1,6,0.06981092351367137,14,0.8666666666666667,4,14,3,3,1,0.0,0.0,0.7040816326530612,37,1
0,7,0.07007036035913666,0,0.5333333333333333,6,13,2,3,1,0.0,0.0,0.3979591836734694,37,0
1,7,0.22792749351407887,3,0.8,4,4,3,3,1,0.0,0.0,0.3979591836734694,37,1
1,3,0.124771464663615,0,0.5333333333333333,4,3,1,3,0,0.0,0.0,0.19387755102040816,37,0
0,8,0.17768028144143655,10,0.7333333333333333,4,0,3,3,1,0.0,0.0,0.5,37,0
0,4,0.07258187202021163,1,0.6,6,7,2,3,1,0.0,0.0,0.19387755102040816,37,0
1,7,0.11355659390662991,1,0.6,3,5,0,3,1,0.0,0.39967860422405876,0.3979591836734694,37,0
2,7,0.12991877317613182,0,0.5333333333333333,4,1,3,3,1,0.0,0.0,0.3469387755102041,38,0
2,7,0.1523417231496448,0,0.5333333333333333,4,1,3,3,1,0.0,0.0,0.4489795918367347,37,1
0,7,0.11656388802108095,0,0.5333333333333333,6,3,0,3,0,0.0,0.0,0.336734693877551,37,0
1,7,0.13263403105092297,10,0.7333333333333333,4,6,3,3,1,0.0,0.45385674931129477,0.6020408163265306,37,1
1,7,0.09566292226402792,0,0.5333333333333333,4,1,3,3,1,0.0,0.0,0.3979591836734694,38,0
1,7,0.0682400402059195,7,0.9333333333333333,4,4,1,3,0,0.0,0.0,0.3979591836734694,37,1
1,7,0.25705708968908325,3,0.8,4,1,1,4,0,0.0,0.0,0.3979591836734694,37,0
2,6,0.1080146968935494,12,0.3333333333333333,5,3,5,4,0,0.0,0.0,0.29591836734693877,37,0
0,6,0.01025318862824466,1,0.6,6,1,2,3,1,0.0,0.0,0.3979591836734694,37,0
2,7,0.16756699854661034,1,0.6,6,13,0,3,1,0.0,0.0,0.19387755102040816,37,0
1,3,0.19747015117969058,0,0.5333333333333333,4,10,3,2,1,0.0,0.0,0.3979591836734694,32,1
0,7,0.0716534684397115,0,0.5333333333333333,6,3,2,3,0,0.0,0.0,0.3979591836734694,37,0
0,7,0.10886431860474592,0,0.5333333333333333,1,3,0,3,0,0.0,0.0,0.29591836734693877,37,0
1,7,0.11911071569253338,8,0.6666666666666666,5,14,0,3,0,0.0,0.0,0.4489795918367347,37,0
1,7,0.1305558196710178,15,0.2,3,5,0,3,1,0.0,0.0,0.3979591836734694,37,0
1,7,0.09355822387633964,3,0.8,3,4,2,3,0,0.0,0.0,0.3979591836734694,37,0
1,7,0.05827617120115185,0,0.5333333333333333,4,9,3,3,1,0.0,0.0,0.6020408163265306,37,0
